Source,Content,L1,L2
Owned,"Em có viết nhầm 1 từ nên chỉnh sửa mong ad duyệt lại ạ:( ❤️CẢM ƠN NGƯỜI BẠN THÂN ĐÃ RỦ TÔI CHƠI SHOPEE-Một năm 2022 đáng nhớ❤️ Một năm là thời gian không quá dài mà cũng không quá ngắn, khoảng thời gian này tôi đã đồng hành cùng shopee như thế nào? 😊 Tôi biết tới Shopee là nhờ đứa bạn thân của mình, cậu ấy bảo nhờ Shopee mà mua hàng rẻ hơn ở ngoài nhiều lắm, lại còn tích xu và áp xu khi mua hàng rất tuỵt dời. Tôi nghe xong cũng thấy ham nên nhờ bạn chỉ cách. Cậu ấy chỉ tôi trồng cây, chơi thử thách Shopee và chỉ tôi cách áp mã giảm giá và rủ tôi tham gia vào các nhóm săn sale, à đợt ấy còn có đấu giá gì nữa tôi hong nhớ rõ. Từ từ qua thời gian thì tôi đã trở nên săn sale khá oke nhờ cậu ấy, đợt ấy shopee cho nhiều mã hoàn xu lắm luôn và tui là một đứa mua đồ khá nhiều nên được hoàn cũng kha khá. Biết được lúc ấy cho bạn mới áp mã giới thiệu được 20k xu thì tui cũng lập nhiều acc từ điện thoại ba mẹ các kiểu nên cũng được nhiều xu thích lắm luôn. Nói lại chỉ biết hoài niệm, tôi nhớ những lúc thức đêm chờ đúng 0h săn những voucher 30/99k nhớ những lúc cậu ấy chỉ cho tôi từng chút một. Cảm giác thật tuyệt😊. Giờ tui cũng là một đứa săn sale ổn và nhờ có Shopee mà tôi tiết kiệm được rất nhiều tiền, đặc biệt khoảng tháng 9, voucher shopee live săn cực đã luôn, mỗi lần thứ 4 là có những voucher shop 50/70, lúc đó tôi kiểu chờ chực quá chời để mua, thoã mãn lắm luôn và từ tháng 10 tới giờ thì voucher hong còn nhiều như trước nữa, nhưng hong sao, tôi muốn nói là: ""Cảm ơn Shopee, Shopee Live rất rất nhiều❤️"", tôi rất thích shopee, shopee có những mặt hàng rất lạ mà ở bên ngoài khó kiếm😊 Ngày mai là tạm biệt 2022 thật rồi, tận hưởng 1 ngày cuối cùng của năm mọi người nhé❤️ #ShopeeLive2022 #ShopeeLivenhinlaimotnam",Commercial,Games/Minigames
Google Play,toàn lỗi m02 bực mình mua không đước,Feature,Apply Voucher
iOS,Không đặt hàng được??,Shopee account,Banned/blocked
iOS,"Bóc lột người bán, chính sách trả hàng hoàn tiền mới không thỏa đáng.",Return/Refund,Dispute
Google Play,Đang dùng mà văng tài khoản ra. Ko hề nhận đc thông báo gì thì phía nhà sáng lập cái app này. Tại sao lại như vậy? Ứng dụng như vậy sao xài?,Feature,App performance
Google Play,Vô trang 𝐕𝐚𝐲𝟗.𝐂𝟎𝐌 vay 0% tới tận 9 tháng,Others,Cannot defined
Non Owned,"https://shope.ee/6zhbcVJB21 shop nhỏ nhưng tương tác nhiều nên cùng ra nhiều đơn, mn tương tác mình trả nhanh nhé",Others,Seller
Non Owned,"Hỗ trợ Shopee đáng yêu lắm ạ,làm việc cả giờ này lun ý",Services,Contact Agent
Owned,"**12H HÔM NAY NÓI VUI MUA NHIỀU KHÁCH MỜI THANH DUY PHÁT LẠI TRÊN ĐÀI HẬU GIANG **  Xem săn voucher và phát biểu cảm nghĩ của cả nhà nhé ;) Chúc cả nhà cuối tuần vui và đừng quên Nói Vui Mua Nhiều tập hôm nay - ngày mai 19:45 và 12:00 Thứ Hai luôn đó nhen.   3 ngày liên tục, lấy xu mỏi tay 😍  #NoiVuiMuaNhieu",Others,Cannot defined
Google Play,Oops lỗi rồi,Feature,App performance
Google Play,vai ngày lại bặt đăng nhập phiền quá thôi,Shopee account,Sign up/Log in
Google Play,"Tạo ra các chương trình khuyến mãi khách hàng sử dụng , rồi khóa ví với lí do k rõ ràng. Khuyến khích k nên sử dụng.",Payment,ShopeePay
Google Play,App lag Đặt hàng ko dc luôn,Feature,App performance
Google Play,Shopee làm ăn gian dối.. không trung thực.shop bạn hàng hk giao hk giải quyết được,Others,Cannot defined
Google Play,Tệ hại qc xuốt ngày đồ fake,Buyer complained seller,Product quality
Google Play,bị lỗi hoài vậy kiểu này tik tok nó ăn đứt,Feature,App performance
Google Play,😡😡😡,Others,Cannot defined
Google Play,Bọn chó . chưa ji khóa tài khoản,Shopee account,Banned/blocked
Google Play,Cập nhật rồi mà vẫn vào không được,Shopee account,Sign up/Log in
Google Play,Shoppe làm ăn dở tệ như con c**,Others,Cannot defined
Google Play,"Mình mua hàng shopee cũng đã lâu rồi, nhưng dạo gần đây thấy phí ship của shopee ngày càng cao, cao hơn cả lazada nữa, mong shopee điều chỉnh lại phí ship cho phù hợp, chứ phí ship qúa cao khó mà đặt hàng, xin chân thành cám ơn!",Delivery,Shipping fee
Google Play,"Vận chuyển lạc mất đơn hàng, liên hệCSkh thì kêu là sẽ giải quyết mà vẫn chưa thấy tiến triển gì",Services,Contact Agent
Non Owned,Kể ra mình bán hàng mà mua hàng của shop bán hàng mà chạy quảng bá cũng nhàn.   Nói quá nói lại cả ngày. Chưa kịp mua thêm ít đồ ngta chặn mình trc r 😂😂😂,Others,Seller
Google Play,Đm đang chơi mà nhảy vô quảng cáo chúng mày muốn gì đây,Commercial,Promotions
Google Play,Mua hàng rồi mà nó tự hủy dối Cho 1 sao luôn khóa tài khoản nó mới cay,Order/Item,Order cancelled
Non Owned,Áo mưa Sơn Thủy phù hợp mọi lứa tuổi,Others,Cannot defined
Google Play,"Cập nhật sửa lỗi hoài mà ko chịu cập nhật tính năng , xóa lịch sử đơn hàng đã mua ..!! Nếu cập nhật thêm tính năng này sẻ lên 5 sao còn cứ như vậy chắc sẻ xóa luôn app ko sử dụng nữa ..!! Quá bất tiện ..!!",Others,Shopee Policies
Google Play,chèn ép ng bán,Return/Refund,Dispute
Google Play,Lag vl,Feature,App performance
Google Play,Cái máy gắp thú lừa đảo Ứng dụng như đầu buoi,Feature,App performance
Non Owned,"🆘Ét o ét: các mẹ hay lo sữa chảy ướt áo thì vào đây H cấp cứu ngayy. Lót thấm sữa mới tinh của Pi-rừn Nhật - loại cao cấp xịn đét, thấm hút gấp 20 lần so với dòng thường👌   Sữa rỉ ra đến đâu là thấm sạch ngay đến đấy và khô ráo ngay không sợ tràn không sợ ẩm ướt hăm da👍 Đáng đồng tiền bát gạo thực sự  HỆ THỐNG SHOWROOM SSS MOMCARE - 193 Phố Huế, Hà Nội - 0913229383 - 0962333030 -0962330202   - 192 Hai Bà Trưng - P.Đề Thám - TP Thái Bình - 02273508899 - 0981182112    - Shophouse 10V6B Văn Phú - Hà Đông - Hà Nội - 0962330880 - Số 2A, đường Nguyễn Văn Cừ, KĐT Hanaka Paris Ocean Park, TP. Từ Sơn, Bắc Ninh ‼Và đừng quên follow 2 Shopee nhà SSS để săn sale:  —-> SSS Momcare: https://bit.ly/2YznCUF  —-> SSS Clothing: https://bit.ly/3v75rBp 📍Vào group để nhận ưu đãi riêng:  https://www.facebook.com/groups/381876152601020/",Others,Cannot defined
HC search,tại sao mua hàng phải xác minh mã qr,Shopee account,Account security
Google Play,Đăng kí ko đc gì hết sao mua,Others,Cannot defined
Google Play,"tự nhiên bị khóa tài khoản:)? trong khi tôi chưa làm gì, không boom hàng hay gì cả mà bị khóa?",Shopee account,Banned/blocked
Non Owned,Em mới mở shop mn qua fl shop em với ạ  Up ảnh trả đầy đủ,Others,Seller
Google Play,"Đang chơi bình thường trong 1 con game KHÔNG HỀ CÓ QUẢNG CÁO, hay chỉ treo ở màn hình chờ. Đột nhiên quảng cáo xuất hiện, nhưng chỉ có 1 góc của logo shopee. Mà nhấn back k tắt được, cũng chẳng có nút tắt.",Commercial,Promotions
Google Play,"Lừa đảo, thiếu trách nhiệm Giao hàng trễ hẹn yêu cầu xữ lý thì ko chịu giải quyết. Quá mất dạy",Delivery,Delivery time
Google Play,Ứng dùng quá kém chất lượng ko ok chút nào có mã a cug ko đổi dc quá kém mỏng Shopee hoàn chỉnh lại,Feature,Apply Voucher
HC search,tại sao bị lỗi d02,Feature,App performance
Google Play,App mã xài không được dù mã đó cho riêng mình,Feature,Apply Voucher
Owned,Cập nhật phiên bản mới cho trang trí shop trên điện thoại luôn đúng không cả nhà.,Others,Seller
Google Play,Rất ý nghĩa,Others,Cannot defined
Non Owned,"Ae cho mình hỏi , kho Long Bình Tân LM Hub nằm ở đâu ạ",Others,Cannot defined
Google Play,đcm quảng cáo cc à,Others,Cannot defined
Google Play,"Đơ lag, tìm kiếm không thông minh",Feature,App performance
Non Owned,"Shop mình mới tạo, các shop chéo follow với mình nhé  [https://shopee.vn/shopphucan](https://shopee.vn/shopphucan)  Cmt hình ảnh mình trả follow luôn ạ",Others,Seller
Google Play,lỗi shoppepay,Payment,ShopeePay
Google Play,Đồ rẻ mà hỏng nhanh quá vs lại giao chậm ghê á😣,Delivery,Delivery time
Google Play,"20k xu tự nhiên qua một đêm ko lm gì rút còn 3,5k xu",Feature,Shopee coins
Google Play,Lỗi quài,Others,Cannot defined
Google Play,Không áp dụng được mã giảm giá,Feature,Apply Voucher
Owned,"#Nghiensanvoucher #Shopee1111 . . Chia sẻ bí kíp săn voucher FREESHIP nè . Ngoài các mã FREESHIP được cộng hàng tháng ra thì mình còn săn thêm các mã khác . Mọi người vào mục Shopee Live . Chọn tab "" FREESHIP extra tối đa 25K "" . Sau đó chọn giỏ hàng . Mã có thể được shop ghim ở đó hoặc sẽ được tung ngẫu nhiên. Nhưng mã này số lượng có hạn và hsd chỉ trong ngày thôi. Mình mua đồ nặng hoặc shop khác tỉnh được giảm ship nhiều lắm 👏👏. Nếu khủng giờ này hết lượt thì mọi người sẽ phải cạnh các khung giờ khác để lưu và sử dụng . Đôi khi cảnh mất thời gian chút nhưng mà vui vì được miễn ship nè . 🤗🤗🤗🤗",Commercial,Promotions
Google Play,"Hảo giao hàng! Từ ngày không cho chọn đvvc rồi tự giao hàng thì thật sự mua hàng trong nước mà cản giác như mua hàng quốc tế còn đang tắt biên. Đơn hàng từ HCM về miền Tây 4 ngày mới xuất kho HCM, giao được thì giao không giao được thì đẹp mịa đi cho người ta giao, học theo sàn L nhưng thành phiên bản lỗi! 10 đơn hết 8 đơn giao hàng kiểu này thì thôi bye, mua hàng thanh toán trước đàng hoàng chứ có đi xin đâu mà làm ăn kiểu vậy!",Delivery,Delivery time
Google Play,Cho 3 sao thôi 1 số mã hàng không hộ trợ thanh toán Shopee pay và mã giảm 100k Shopee pay,Others,Cannot defined
Non Owned,Khóai khoái ❤️,Others,Cannot defined
iOS,Đk sđt mới đặt xong cái bay acc  😺,Shopee account,Banned/blocked
Google Play,Treo giá không chính xác làm sao mua hàng được . Đề nghị nên xem lại nhất là ĐTDĐ giá cả lung tung,Commercial,Items/price
Google Play,Không cho đăng nhập vào tài khoản nhưng lại bắt quét mã,Shopee account,Sign up/Log in
iOS,"shoppee dạo này giao hàng ngày càng lâu đặt cả tháng trời mà cứ để hàng tồn ở kho không chịu giao cho khách giao tới tay khách chắc hết hạn luôn rồi quá 
hi vọng shoppee cải thiện lại tình trạng và thời gian giao hàng",Delivery,Delivery time
Non Owned,Mn cho e hỏi ai biết sdt a ship been khu vực thuye nguyên . Xã thiên hương k ạ e có đơn hàng này rất gấp mà chưa thấy a ship gọi đã báo huỷ đơn. E cảm ơn mn ạ,Delivery,Delivery status/info
Google Play,Như lổ đít,Others,Cannot defined
Google Play,Cập nhật xong bị lỗi ch,Feature,App performance
Google Play,App như cặc,Others,Cannot defined
Google Play,"Shopee tự nuốt voucher, xử ký kém, lỗi shopee pay",Feature,Apply Voucher
Non Owned,Quạt Tích Điện Năng Lượng Mặt Trời Solar Fan Siêu Mát#shorts,Others,Cannot defined
Google Play,Như cái lỗ,Others,Cannot defined
Google Play,Cái loll đmm xóa,Others,Cannot defined
Google Play,Shopee Như Lon đừng bao giờ quảng cáo nữa,Commercial,Promotions
Google Play,"Buổi trưa thấy trạng thái đang giao hàng thì hí hửng đợi, cho tới buổi tối kiểm tra thì thấy giao hàng không thành công trong khi không có bất kì cuộc gọi nào của shipper hết, đơn hàng đã thanh toán bằng shoppe pay rồi giờ báo giao hàng không thành công. Làm ăn thế à🙂👎",Delivery,Delivery status/info
Non Owned,Shopee mới gọi sẽ hỗ trợ edit tên và mô tả sản phẩm bị dính thương hiệu độc quyền. 🥹 Còn hình ảnh thì tự làm.,Others,Seller
Non Owned,"Xinh quá mấy chị,e còn dư 50 sét thôi! #35k 1set 2búi -Dây buộc tóc giả búi tóc natra   #35k    (1cặp 2 búi) Tóc chịu nhiệt đến 180 độ (uốn, duỗi, bấm xù), có thể gội, chải nhẹ nhàng. Chất liệu: tơ nhân tạo ( chịu được nhiệt độ)  Buộc tóc luôn là một người bạn đồng hành không thể thiếu cho các bé. Sinh con gái ai cũng muốn con gái yêu của mình trở lên luôn đáng yêu và có sức hút trong mắt người đối diện. Chúng giúp con bạn nổi bật giữa đám đông hơn, chiếc cột tóc đẹp với nhiều màu sắc nơ gài xinh xắn sẽ mang đến cho bé nét đáng yêu dễ thương. Thông tin sản phẩm: Dây buộc tóc giả búi tóc natra  cho bé yêu TG004 - Phân loại phụ kiện tóc: cột tóc - Màu sắc: Đen gắn họa tiết - Dễ mix đồ, thời trang.  Ưu điểm sản phẩm: Dây buộc tóc giả búi tóc natra  cho bé yêu   - Cột chắc chắn, không gây đau tóc - Kiểu dáng đơn giản, thời trang, đáng yêu Sip 20k Zalo 0962846684 🌹Có shopee-lazada",Others,Cannot defined
Google Play,Nó làm phiền tôi,Commercial,Promotions
Google Play,Sao quảng cáo nhiều trò chơi v ?,Commercial,Promotions
Google Play,Quảng cáo cho nó quá nhiều,Commercial,Promotions
Google Play,Ứng dụng lỏ lỏ cứ mỗi lần vào là nó bảo bị lỗi,Feature,App performance
Google Play,Lừa đảo ko cho kiểm tra hàng,Order/Item,Order/Item Others
Google Play,Tệ quá trời luôn á,Others,Cannot defined
Non Owned,⚠️ TIN HOT ⚠️ Xọp Pe chơi tới bến với Tóp Tóp rồi ae ạ. Sắp tới hoa hồng của Shopee Affilieate tăng khủng lên đến 22% nha. 😀,Others,Cannot defined
Non Owned,Ngăn chặn vi phạm trên sàn thương mại điện tử,Others,Cannot defined
HC search,cửa hàng ở sài gòn,Others,Cannot defined
Google Play,Sao bấy giờ cái ứng dụng nó lag thế load mãi không được,Feature,App performance
Google Play,Lỗi không 👎,Feature,App performance
Google Play,Hơi lag,Feature,App performance
Google Play,"After updating, apps slower :((, ads is so many I feel it's annoying",Feature,App performance
Non Owned,"Tin sáng 31/5: Nở rộ tình trạng lừa đảo qua tin nhắn mời gọi làm việc tại nhà thu nhập cao; Hà Nội sẽ có 11 khu vực ""mênh mông nước"" nếu mưa cường độ lớn",Others,Cannot defined
Non Owned,Anh chị em cho em xin chút kinh nghiệm bán nước hoa chiết để không bị xoá sp với. Shop của em bị xoá khoá liên tục 😞 Cứ sát ngày sale là bị xoá sp nên em stress lắm ạ. Mong mn chỉ giáo,Others,Seller
Google Play,Giao hàng hoá trễ kiểu đến ngày nhận hàng rồi mà vẫn không thấy hàng đâu,Delivery,Delivery time
Google Play,Có mốt số shop lừa đảo,Others,Cannot defined
Google Play,Có những cái muốn xem bấm vào thì nó đứng hoài :)) cứ thoát ra vô lại miết luôn 😃,Feature,App performance
iOS,Quá tệ,Others,Cannot defined
iOS,Mất nông trại trên ios.,Commercial,Games/Minigames
Google Play,M02 như loz,Feature,Apply Voucher
Non Owned,"BÚN ĐẬU MẮM TÔM            Thị Cám ở đây có bán bún đậu ngon nè mọi người ☺️☺️☺️ Hương vị mắm tôm thơm nức thêm chút tóp mỡ béo béo kèm dầu  nóng hổi. Vắt chút tắc tăng thêm 200% độ ngon miệng. Ai ăn ngọt. Thêm chút đường cho ngọt nè. 😜😜😜 Quán có Đậu chiên lướt vẫn giữ được độ béo ngậy của đậu 😃😃😃 Chả cốm thơm  dẻo được chiên bằng nồi chiên không dầu. 🤡🤡🤡 Bún vắt từng cuộn ăn vừa ngon tới hehe Chả ram to  Ú Ụ U nguyên con tôm  Dồi nướng nóng hổi thơm  nhức mũi. Thêm ly trà tắc thơm mát lạnh Quán có thêm nhiều món ăn vặt ngon ngon 😄 🦯🦯 Quán địa chỉ tại 68 trương định giao với ngã tư trần nguyên hãn Chỉ 140k mẹt 3 người ăn no Ú Ụ U thêm 3 ly Trà Tắc mát lạnh Có ship trên grap foof, shoppe food , BEMIN , HeyU  Mọi người gõ tên Bún Đậu Mắm Tôm Thị Cám là ra và có nhiều ưu đãi giảm giá trên app  Hãy đến thưởng thức nào cả nhà 🕙 Bán từ 10h sáng đến 22h tối Hotline 086 8618315 , 0843433313",Others,Cannot defined
